collector_number,name,types,domain,description,alt_text,paraphrase,implementation_status,issues_or_mismatches,rbexp_refs
SFD-131/221,Ancient Warmonger,unit,chaos,"[Accelerate]  ( Y ou may pay \[1]\[C] as an additional cost to have me enter ready.) 
I have [Assault] equal to the number of enemy units here.  (+1 [S] while I'm an attacker for each instance of Assault.)","Riftbound Unit: Ancient Warmonger. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
I have [Assault] equal to the number of enemy units here. (+1 [S] while I'm an attacker for each instance of Assault.)",[Accelerate] ( Y ou may pay \[1]\[C] as an additional cost to have me enter ready.) I have [Assault] equal to the number of enemy units here. (+1 [S] while I'm an attacker for each instance of Assault.),PARTIAL,"Flags: SCALING_EFFECT, ADDITIONAL_COST",problems.json
OGN-148/298,"Anivia, Primal",unit,body,"When I attack, deal 3 to all enemy units here.","Riftbound Unit: Anivia, Primal. When I attack, deal 3 to all enemy units here.","On attack, deal 3 to all enemy units here.",UNSUPPORTED,Missing primitives: DAMAGE_AOE_ENEMY; Flags: TRIGGER_UNSUPPORTED: When I attack,Full_Card_Audit.json
OGS-001/024,"Annie, Fiery",unit,fury,Your spells and abilities deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),"Riftbound Unit: Annie, Fiery. Your spells and abilities deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.)",Your spells and abilities deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),FULL,,Full_Card_Audit.json
OGS-010/024,"Annie, Stubborn",unit,chaos,"When you play me, return a spell from your trash to your hand.","Riftbound Unit: Annie, Stubborn. When you play me, return a spell from your trash to your hand.","On play, return a spell from your trash to your hand.",FULL,,Full_Card_Audit.json
SFD-224*/221,"Aphelios, Exalted",unit,calm,"When you attach an Equipment to me, choose one that hasn't been chosen this turn —
- Ready 2 runes.
- Channel 1 rune exhausted.
- Buff a friendly unit.","Riftbound Unit: Aphelios, Exalted. When you attach an Equipment to me, choose one that hasn't been chosen this turn —
- Ready 2 runes.
- Channel 1 rune exhausted.
- Buff a friendly unit.","When you attach an Equipment to me, choose one that hasn't been chosen this turn — - Ready 2 runes. - Channel 1 rune exhausted. - Buff a friendly unit.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you attach an Equipment to me,problems.json
SFD-041/221,Apprentice Smith,unit,calm,"When I move, reveal the top card of your Main Deck. If it's a gear, draw it. Otherwise, recycle it.","Riftbound Unit: Apprentice Smith. When I move, reveal the top card of your Main Deck. If it's a gear, draw it. Otherwise, recycle it.","When I move, reveal the top card of your Main Deck. If it's a gear, draw it. Otherwise, recycle it.",PARTIAL,Needs targeted verification,problems.json
SFD-002/221,Armed Assailant,unit,fury,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","Riftbound Unit: Armed Assailant. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, ADDITIONAL_COST",problems.json
SFD-061/221,Aspiring Engineer,unit,mind,"When you play me, return a gear from your trash to your hand.","Riftbound Unit: Aspiring Engineer. When you play me, return a gear from your trash to your hand.","On play, return a gear from your trash to your hand.",UNKNOWN,,
OGN-107/298,Ava Achiever,unit,mind,"When I attack, you may pay [C] to play a card with [Hidden] from your hand here, ignoring its cost.","Riftbound Unit: Ava Achiever. When I attack, you may pay [C] to play a card with [Hidden] from your hand here, ignoring its cost.","On attack, Optional: pay [C] to play a card with [Hidden] from your hand here, ignoring its cost.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When I attack,Full_Card_Audit.json
SFD-050/221,"Azir, Ascendant",unit,calm,"[C]: [Action] — Choose a unit you control. Move me to its location and it to my original location. If it's equipped, you may attach one of its Equipment to me. Use only once per turn.","Riftbound Unit: Azir, Ascendant. [C]: [Action] — Choose a unit you control. Move me to its location and it to my original location. If it's equipped, you may attach one of its Equipment to me. Use only once per turn.","[C]: [Action] — Choose a unit you control. Move me to its location and it to my original location. If it's equipped, Optional: attach one of its Equipment to me. Use only once per turn.",PARTIAL,Location swap resolution implemented; optional transfer of one attached equipment from chosen unit to source unit is supported.,problems.json
SFD-177a/221,"Azir, Sovereign",unit,order,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
When I attack, you may move any number of your token units to this battlefield.","Riftbound Unit: Azir, Sovereign. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
When I attack, you may move any number of your token units to this battlefield.","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) On attack, Optional: move any number of your token units to this battlefield.",UNKNOWN,,
SFD-079/221,"Bard, Mercurial",unit,mind,"You may exhaust your legend as an additional cost to play me.
When you play me, if you paid the additional cost, move any number of your units to an open battlefield.","Riftbound Unit: Bard, Mercurial. You may exhaust your legend as an additional cost to play me.
When you play me, if you paid the additional cost, move any number of your units to an open battlefield.","Optional: exhaust your legend as an additional cost to play me. On play, if you paid the additional cost, move any number of your units to an open battlefield.",PARTIAL,Additional-cost legend exhaust and paid-branch gating implemented; open-battlefield multi-unit movement remains simplified.,problems.json
SFD-012/221,Battering Ram,unit,fury,"I cost [1] less for each card you've played this turn, to a minimum of [1].","Riftbound Unit: Battering Ram. I cost [1] less for each card you've played this turn, to a minimum of [1].","I cost [1] less for each card you've played this turn, to a minimum of [1].",UNSUPPORTED,Flags: SCALING_EFFECT,problems.json
SFD-132/221,Beast Below,unit,chaos,"When you play me, return another friendly unit and an enemy unit to their owners' hands.","Riftbound Unit: Beast Below. When you play me, return another friendly unit and an enemy unit to their owners' hands.","On play, return another friendly unit and an enemy unit to their owners' hands.",UNKNOWN,,
OGN-125/298,Bilgewater Bully,unit,body,"While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)","Riftbound Unit: Bilgewater Bully. While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)","While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)",UNSUPPORTED,"Flags: TRIGGER_UNSUPPORTED: While I'm buffed, KEYWORD_UNSUPPORTED: Ganking",Full_Card_Audit.json
SFD-121/221,Black Market Broker,unit,chaos,"When you play a card from face down, play a Gold gear token exhausted.","Riftbound Unit: Black Market Broker. When you play a card from face down, play a Gold gear token exhausted.","When you play a card from face down, play a Gold gear token exhausted.",UNKNOWN,,
SFD-013/221,Blast Corps Cadet,unit,fury,"You may pay \[1]\[C] as an additional cost to play me.
When you play me, if you paid the additional cost, deal 2 to a unit at a battlefield.","Riftbound Unit: Blast Corps Cadet. You may pay [1][C] as an additional cost to play me.
When you play me, if you paid the additional cost, deal 2 to a unit at a battlefield.","Optional: pay \[1]\[C] as an additional cost to play me. On play, if you paid the additional cost, deal 2 to a unit at a battlefield.",PARTIAL,"Flags: CONDITIONAL_GENERAL, ADDITIONAL_COST",problems.json
OGN-097/298,Blastcone Fae,unit,mind,"[Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give a unit -2 [S] this turn, to a minimum of 1 [S].","Riftbound Unit: Blastcone Fae. [Hidden] (Hide now for [A] to react with later for [0].)
When you play me, give a unit -2 [S] this turn, to a minimum of 1 [S].","[Hidden] (Hide now for [A] to react with later for [0].) On play, give a unit -2 [S] this turn, to a minimum of 1 [S].",PARTIAL,Flags: TURN_SCOPED_TRIGGER,problems.json
OGN-001/298,Blazing Scorcher,unit,fury,[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.),Riftbound Unit: Blazing Scorcher. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.),[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.),PARTIAL,Flags: ADDITIONAL_COST,Full_Card_Audit.json
OGN-067/298,"Blitzcrank, Impassive",unit,calm,"[Tank] (I must be assigned combat damage first.)
When you play me to a battlefield, you may move an enemy unit to here.
When I hold, return me to my owner's hand.","Riftbound Unit: Blitzcrank, Impassive. [Tank] (I must be assigned combat damage first.)
When you play me to a battlefield, you may move an enemy unit to here.
When I hold, return me to my owner's hand.","[Tank] (I must be assigned combat damage first.) On play to a battlefield, Optional: move an enemy unit to here. When I hold, return me to my owner's hand.",PARTIAL,Move-to-here trigger path improved; scenario verification pending.,Full_Card_Audit.json
OGN-002/298,Brazen Buccaneer,unit,fury,"As you play me, you may discard 1 as an additional cost by [2].","Riftbound Unit: Brazen Buccaneer. As you play me, you may discard 1 as an additional cost. If you do, reduce my cost by [2].","As you play me, Optional: discard 1 as an additional cost by [2].",PARTIAL,"Flags: CONDITIONAL_GENERAL, IF_YOU_DO_BRANCH, ADDITIONAL_COST, COST_MODIFIER",Full_Card_Audit.json
SFD-071/221,Breakneck Mech,unit,mind,"Your Mechs have [Deflect] and [Ganking].  (Opponents must pay [A] to choose us with a spell or ability. We can move from battlefield to battlefield.) 
I enter ready if you control another Mech.","Riftbound Unit: Breakneck Mech. Your Mechs have [Deflect] and [Ganking]. (Opponents must pay [A] to choose us with a spell or ability. We can move from battlefield to battlefield.)
I enter ready if you control another Mech.",Your Mechs have [Deflect] and [Ganking]. (Opponents must pay [A] to choose us with a spell or ability. We can move from battlefield to battlefield.) I enter ready if you control another Mech.,PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-026/298,Brynhir Thundersong,unit,fury,"When you play me, opponents can't play cards this turn.","Riftbound Unit: Brynhir Thundersong. When you play me, opponents can't play cards this turn.","On play, opponents can't play cards this turn.",FULL,,Full_Card_Audit.json
SFD-062/221,Bubble Bot,unit,mind,"When you play me, ready another friendly Mech.","Riftbound Unit: Bubble Bot. When you play me, ready another friendly Mech.","On play, ready another friendly Mech.",UNKNOWN,,
SFD-091/221,Buhru Captain,unit,body,"When you play me, you may draw 1 or buff me.  (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)","Riftbound Unit: Buhru Captain. When you play me, you may draw 1 or buff me. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)","On play, Optional: draw 1 or buff me. (To buff a unit, give it a +1 [S] buff if it doesn't already have one.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-068/298,"Caitlyn, Patrolling",unit,calm,"I must be assigned combat damage last.
[T]: Deal damage equal to my Might to a unit at a battlefield. Use this ability only while I'm at a battlefield.","Riftbound Unit: Caitlyn, Patrolling. I must be assigned combat damage last.
[T]: Deal damage equal to my Might to a unit at a battlefield. Use this ability only while I'm at a battlefield.",I must be assigned combat damage last. [T]: Deal damage equal to my Might to a unit at a battlefield. Use this ability only while I'm at a battlefield.,FULL,,Full_Card_Audit.json
OGN-015/298,Captain Farron,unit,fury,Other friendly units here have [Assault]. (+1 [S] while they're attackers.),Riftbound Unit: Captain Farron. Other friendly units here have [Assault]. (+1 [S] while they're attackers.),Other friendly units here have [Assault]. (+1 [S] while they're attackers.),FULL,,Full_Card_Audit.json
SFD-081/221,Card Sharp,unit,mind,"When you play me, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.","Riftbound Unit: Card Sharp. When you play me, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.","On play, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.",UNSUPPORTED,Flags: SCALING_EFFECT,problems.json
OGN-149/298,Carnivorous Snapvine,unit,body,"When you play me, choose an enemy unit at a battlefield. We deal damage equal to our Mights to each other.","Riftbound Unit: Carnivorous Snapvine. When you play me, choose an enemy unit at a battlefield. We deal damage equal to our Mights to each other.","On play, choose an enemy unit at a battlefield. We deal damage equal to our Mights to each other.",FULL,,Full_Card_Audit.json
OGN-165/298,Cemetery Attendant,unit,chaos,"When you play me, return a unit from your trash to your hand.","Riftbound Unit: Cemetery Attendant. When you play me, return a unit from your trash to your hand.","On play, return a unit from your trash to your hand.",FULL,,Full_Card_Audit.json
OGN-003/298,Chemtech Enforcer,unit,fury,"[Assault 2] (+2 [S] while I'm an attacker.)
When you play me, discard 1.","Riftbound Unit: Chemtech Enforcer. [Assault 2] (+2 [S] while I'm an attacker.)
When you play me, discard 1.","[Assault 2] (+2 [S] while I'm an attacker.) On play, discard 1.",FULL,,Full_Card_Audit.json
OGN-139/298,Cithria of Cloudfield,unit,body,"When you play another unit, buff me. (If I don't have a buff, I get a +1 [S] buff.)","Riftbound Unit: Cithria of Cloudfield. When you play another unit, buff me. (If I don't have a buff, I get a +1 [S] buff.)","When you play another unit, buff me. (If I don't have a buff, I get a +1 [S] buff.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-044/298,Clockwork Keeper,unit,calm,"As you play me, you may pay [C] as an additional cost. If you do, draw 1.","Riftbound Unit: Clockwork Keeper. As you play me, you may pay [C] as an additional cost. If you do, draw 1.","As you play me, Optional: pay [C] as an additional cost. If you do, draw 1.",PARTIAL,"Flags: IF_YOU_DO_BRANCH, ADDITIONAL_COST",problems.json
SFD-092/221,Combat Chef,unit,body,"[Weaponmaster]  (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","Riftbound Unit: Combat Chef. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)","[Weaponmaster] (On play, Optional: [Equip] one of your Equipment to me for [A] less, even if it's already attached.)",PARTIAL,Weaponmaster on-play equip choice flow is implemented; full cost-reduction nuance remains partial.,problems.json
OGN-231/298,Commander Ledros,unit,order,"As you play me, you may kill any number of friendly units as an additional cost by [C] for each killed this way.
[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)","Riftbound Unit: Commander Ledros. As you play me, you may kill any number of friendly units as an additional cost by [C] for each killed this way.
[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)","As you play me, Optional: kill any number of friendly units as an additional cost by [C] for each killed this way. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.) [Ganking] (I can move from battlefield to battlefield.)",PARTIAL,"Flags: SCALING_EFFECT, ADDITIONAL_COST",problems.json
SFD-179/221,Corina Veraza,unit,order,"[Accelerate]  (You may pay \[1]\[C] as an additional cost to have me enter ready.) 
When I move to a battlefield, play three 1 [S] Recruit unit tokens here.","Riftbound Unit: Corina Veraza. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)
When I move to a battlefield, play three 1 [S] Recruit unit tokens here.","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) When I move to a battlefield, play three 1 [S] Recruit unit tokens here.",UNKNOWN,,
SFD-123/221,Corrupt Enforcer,unit,chaos,"When I move to a battlefield, discard 1.
When I win a combat, draw 1.","Riftbound Unit: Corrupt Enforcer. When I move to a battlefield, discard 1.
When I win a combat, draw 1.","When I move to a battlefield, discard 1. When I win a combat, draw 1.",UNKNOWN,,
OGN-130/298,Crackshot Corsair,unit,body,"When I attack, deal 1 to an enemy unit here.","Riftbound Unit: Crackshot Corsair. When I attack, deal 1 to an enemy unit here.","On attack, deal 1 to an enemy unit here.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When I attack,Full_Card_Audit.json
OGN-208/298,Cruel Patron,unit,order,"As an additional cost to play me, kill a friendly unit.","Riftbound Unit: Cruel Patron. As an additional cost to play me, kill a friendly unit.","As an additional cost to play me, kill a friendly unit.",PARTIAL,Flags: ADDITIONAL_COST,Full_Card_Audit.json
OGN-016/298,Dangerous Duo,unit,fury,"[Legion] — When you play me, give a unit +2 [S] this turn. (Get the effect if you've played another card this turn.)","Riftbound Unit: Dangerous Duo. [Legion] — When you play me, give a unit +2 [S] this turn. (Get the effect if you've played another card this turn.)","[Legion] — On play, give a unit +2 [S] this turn. (Get the effect if you've played another card this turn.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, TURN_SCOPED_TRIGGER",problems.json
OGN-210/298,Daring Poro,unit,order,[Assault] (+1 [S] while I'm an attacker.),Riftbound Unit: Daring Poro. [Assault] (+1 [S] while I'm an attacker.),[Assault] (+1 [S] while I'm an attacker.),FULL,,Full_Card_Audit.json
OGN-027a/298,"Darius, Trifarian",unit,fury,"When you play your second card in a turn, give me +2 [S] this turn and ready me.","Riftbound Unit: Darius, Trifarian. When you play your second card in a turn, give me +2 [S] this turn and ready me.","When you play your second card in a turn, give me +2 [S] this turn and ready me.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you play your second card in a turn,Full_Card_Audit.json
SFD-093/221,Dauntless Vanguard,unit,body,You may play me to an occupied enemy battlefield.,Riftbound Unit: Dauntless Vanguard. You may play me to an occupied enemy battlefield.,Optional: play me to an occupied enemy battlefield.,UNKNOWN,,
OGN-161/298,Deadbloom Predator,unit,body,"[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
You may play me to an occupied enemy battlefield.","Riftbound Unit: Deadbloom Predator. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
You may play me to an occupied enemy battlefield.",[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) Optional: play me to an occupied enemy battlefield.,FULL,,Full_Card_Audit.json
SFD-094/221,Direwing,unit,body,I enter ready if you control another Dragon.,Riftbound Unit: Direwing. I enter ready if you control another Dragon.,I enter ready if you control another Dragon.,PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-032/221,Disarming Rake,unit,calm,"When you play me, you may kill a gear.","Riftbound Unit: Disarming Rake. When you play me, you may kill a gear.","On play, Optional: kill a gear.",UNKNOWN,,
OGN-109/298,"Dr. Mundo, Expert",unit,mind,"My Might is increased by the number of cards in your trash.
At the start of your Beginning Phase, recycle 3 from your trash.","Riftbound Unit: Dr. Mundo, Expert. My Might is increased by the number of cards in your trash.
At the start of your Beginning Phase, recycle 3 from your trash.","My Might is increased by the number of cards in your trash. At the start of your Beginning Phase, recycle 3 from your trash.",FULL,,Full_Card_Audit.json
SFD-148/221,"Draven, Audacious",unit,chaos,"[Deflect]  (Opponents must pay [A] to choose me with a spell or ability.) 
The first time I win a combat each turn, you score 1 point.
When I die in combat, choose an opponent. They score 1 point.","Riftbound Unit: Draven, Audacious. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
The first time I win a combat each turn, you score 1 point.
When I die in combat, choose an opponent. They score 1 point.","[Deflect] (Opponents must pay [A] to choose me with a spell or ability.) The first time I win a combat each turn, you score 1 point. When I die in combat, choose an opponent. They score 1 point.",UNKNOWN,,
OGN-028/298,"Draven, Showboat",unit,fury,My Might is increased by your points.,"Riftbound Unit: Draven, Showboat. My Might is increased by your points.",My Might is increased by your points.,FULL,,Full_Card_Audit.json
SFD-020a/221,"Draven, Vanquisher",unit,fury,"When I win a combat, play a Gold gear token exhausted.
When I attack or defend, you may pay [C]. If you do, give me +2 [S] this turn.","Riftbound Unit: Draven, Vanquisher. When I win a combat, play a Gold gear token exhausted.
When I attack or defend, you may pay [C]. If you do, give me +2 [S] this turn.","When I win a combat, play a Gold gear token exhausted. On attack or defend, Optional: pay [C]. If you do, give me +2 [S] this turn.",PARTIAL,"Flags: TRIGGER_UNSUPPORTED: When I win a combat, IF_YOU_DO_BRANCH, TURN_SCOPED_TRIGGER",problems.json
SFD-072/221,Dropboarder,unit,mind,"When you play me, if you control two or more gear, ready me.","Riftbound Unit: Dropboarder. When you play me, if you control two or more gear, ready me.","On play, if you control two or more gear, ready me.",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-131/298,Dune Drake,unit,body,"When I attack, give me +2 [S] if there is a ready enemy unit here.","Riftbound Unit: Dune Drake. When I attack, give me +2 [S] if there is a ready enemy unit here.","On attack, give me +2 [S] if there is a ready enemy unit here.",PARTIAL,"Flags: TRIGGER_UNSUPPORTED: When I attack, CONDITIONAL_GENERAL",Full_Card_Audit.json
SFD-027/221,Dunebreaker,unit,fury,"If you have two or fewer cards in your hand, I enter ready.
When I hold, draw 2.","Riftbound Unit: Dunebreaker. If you have two or fewer cards in your hand, I enter ready.
When I hold, draw 2.","If you have two or fewer cards in your hand, I enter ready. When I hold, draw 2.",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-084/298,Eager Apprentice,unit,mind,"While I'm at a battlefield, the Energy costs for spells you play is reduced by [1], to a minimum of [1].","Riftbound Unit: Eager Apprentice. While I'm at a battlefield, the Energy costs for spells you play is reduced by [1], to a minimum of [1].","While I'm at a battlefield, the Energy costs for spells you play is reduced by [1], to a minimum of [1].",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: While I'm at a battlefield,Full_Card_Audit.json
SFD-006/221,Eager Drakehound,unit,fury,I enter ready.,Riftbound Unit: Eager Drakehound. I enter ready.,I enter ready.,UNKNOWN,,
OGN-059/298,Eclipse Herald,unit,calm,"When you stun an enemy unit, ready me and give me +1 [S] this turn.","Riftbound Unit: Eclipse Herald. When you stun an enemy unit, ready me and give me +1 [S] this turn.","When you stun an enemy unit, ready me and give me +1 [S] this turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you stun an enemy unit,Full_Card_Audit.json
OGN-110/298,"Ekko, Recurrent",unit,mind,"[Accelerate] (You may pay \[1]\[C] as an additional cost to have me enter ready.)
[Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)","Riftbound Unit: Ekko, Recurrent. [Accelerate] (You may pay [1][C] as an additional cost to have me enter ready.)","[Accelerate] (Optional: pay \[1]\[C] as an additional cost to have me enter ready.) [Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Deathknell,Full_Card_Audit.json
OGN-167/298,Ember Monk,unit,chaos,"When you play a card from [Hidden], give me +2 [S] this turn.","Riftbound Unit: Ember Monk. When you play a card from [Hidden], give me +2 [S] this turn.","When you play a card from [Hidden], give me +2 [S] this turn.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you play a card from,Full_Card_Audit.json
SFD-152/221,Eminent Benefactor,unit,order,"When I hold, play two Gold gear tokens exhausted.","Riftbound Unit: Eminent Benefactor. When I hold, play two Gold gear tokens exhausted.","When I hold, play two Gold gear tokens exhausted.",UNKNOWN,,
SFD-082a/221,"Ezreal, Dashing",unit,mind,"When I attack or defend, deal damage equal to my Might to an enemy unit here.
I don't deal combat damage.
[C]: [Action] — Move me to your base.","Riftbound Unit: Ezreal, Dashing. When I attack or defend, deal damage equal to my Might to an enemy unit here.
I don't deal combat damage.
[C]: [Action] — Move me to your base.","On attack or defend, deal damage equal to my Might to an enemy unit here. I don't deal combat damage. [C]: [Action] — Move me to your base.",UNKNOWN,,
SFD-149a/221,"Ezreal, Prodigy",unit,chaos,"When you play me, discard 1, then draw 2.
Optional additional costs you pay cost [1] or [A] less.","Riftbound Unit: Ezreal, Prodigy. When you play me, discard 1, then draw 2.
Optional additional costs you pay cost [1] or [A] less.","On play, discard 1, then draw 2. Optional additional costs you pay cost [1] or [A] less.",UNKNOWN,,
SFD-101/221,Fae Dragon,unit,body,"When you play me, buff up to four friendly units.  (Give each a +1 [S] buff if it doesn't have one.) 
When you spend a buff, play a Gold gear token exhausted.","Riftbound Unit: Fae Dragon. When you play me, buff up to four friendly units. (Give each a +1 [S] buff if it doesn't have one.)
When you spend a buff, play a Gold gear token exhausted.","On play, buff up to four friendly units. (Give each a +1 [S] buff if it doesn't have one.) When you spend a buff, play a Gold gear token exhausted.",PARTIAL,Missing primitives: GRANT_KEYWORD_MULTI; Flags: CONDITIONAL_GENERAL,problems.json
SFD-125/221,Fae Porter,unit,chaos,"When I move to a battlefield, you may pay [C] to move a unit you control to the same battlefield.","Riftbound Unit: Fae Porter. When I move to a battlefield, you may pay [C] to move a unit you control to the same battlefield.","When I move to a battlefield, Optional: pay [C] to move a unit you control to the same battlefield.",UNKNOWN,,
OGN-211/298,Faithful Manufactor,unit,order,"When you play me, play a 1 [S] Recruit unit token here.","Riftbound Unit: Faithful Manufactor. When you play me, play a 1 [S] Recruit unit token here.","On play, play a 1 [S] Recruit unit token here.",FULL,,Full_Card_Audit.json
SFD-021/221,Ferrous Forerunner,unit,fury,"[Deathknell] — Play two 3 [S] Mech unit tokens to your base.  (When I die, get the effect.)","Riftbound Unit: Ferrous Forerunner. [Deathknell] — Play two 3 [S] Mech unit tokens to your base. (When I die, get the effect.)","[Deathknell] — Play two 3 [S] Mech unit tokens to your base. (When I die, get the effect.)",UNKNOWN,,
SFD-110a/221,"Fiora, Peerless",unit,body,"When I attack or defend one on one, double my Might this combat.","Riftbound Unit: Fiora, Peerless. When I attack or defend one on one, double my Might this combat.","On attack or defend one on one, double my Might this combat.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When I attack or defend one on one,problems.json
OGN-232/298,"Fiora, Victorious",unit,order,"While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ [S].)","Riftbound Unit: Fiora, Victorious. While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ [S].)","While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ [S].)",UNSUPPORTED,"Flags: TRIGGER_UNSUPPORTED: While I'm, KEYWORD_UNSUPPORTED: Mighty, KEYWORD_UNSUPPORTED: Ganking",Full_Card_Audit.json
SFD-180a/221,"Fiora, Worthy",unit,order,"When a unit you control becomes [Mighty], you may pay [C] to ready it.  (A unit is Mighty while it has 5+ [S].)","Riftbound Unit: Fiora, Worthy. When a unit you control becomes [Mighty], you may pay [C] to ready it. (A unit is Mighty while it has 5+ [S].)","When a unit you control becomes [Mighty], Optional: pay [C] to ready it. (A unit is Mighty while it has 5+ [S].)",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When a unit you control becomes [Mighty],problems.json
OGN-132/298,First Mate,unit,body,"When you play me, ready another unit.","Riftbound Unit: First Mate. When you play me, ready another unit.","On play, ready another unit.",FULL,,Full_Card_Audit.json
SFD-140/221,"Fizz, Trickster",unit,chaos,"When you play me, you may play a spell from your trash with Energy cost no more than [3], ignoring its Energy cost. Recycle that spell after you play it.  (You must still pay its Power cost.)","Riftbound Unit: Fizz, Trickster. When you play me, you may play a spell from your trash with Energy cost no more than [3], ignoring its Energy cost. Recycle that spell after you play it. (You must still pay its Power cost.)","On play, Optional: play a spell from your trash with Energy cost no more than [3], ignoring its Energy cost. Recycle that spell after you play it. (You must still pay its Power cost.)",UNKNOWN,,
OGN-006/298,Flame Chompers,unit,fury,"When you discard me, you may pay [C] to play me.","Riftbound Unit: Flame Chompers. When you discard me, you may pay [C] to play me.","When you discard me, Optional: pay [C] to play me.",UNSUPPORTED,Flags: TRIGGER_UNSUPPORTED: When you discard me,Full_Card_Audit.json
SFD-065/221,Forecaster,unit,mind,"Your Mechs have [Vision].  (When you play us, look at the top card of your Main Deck. You may recycle it.)","Riftbound Unit: Forecaster. Your Mechs have [Vision]. (When you play us, look at the top card of your Main Deck. You may recycle it.)","Your Mechs have [Vision]. (When you play us, look at the top card of your Main Deck. Optional: recycle it.)",UNKNOWN,,
SFD-067/221,Frostcoat Cub,unit,mind,"You may pay [C] as an additional cost to play me.
When you play me, if you paid the additional cost, give a unit -2 [S] this turn.","Riftbound Unit: Frostcoat Cub. You may pay [C] as an additional cost to play me.
When you play me, if you paid the additional cost, give a unit -2 [S] this turn.","Optional: pay [C] as an additional cost to play me. On play, if you paid the additional cost, give a unit -2 [S] this turn.",PARTIAL,"Flags: CONDITIONAL_GENERAL, TURN_SCOPED_TRIGGER, ADDITIONAL_COST",problems.json
